ID,price,appraisaloffer,online_appraisal_flag,model_year,mileage,make,model,trim_descrip,body,color,engine,cylinders,mpg_city,mpg_highway,horsepower,fuel_capacity,market
5536,27500,7500,0,2013,20,KQZ,KQZ_4,Premium,E,White,2.0L,4,20,27,245,15,5
5537,32500,2500,0,2012,35,IZA,IZA_32,Premium,E,Blue,2.0L,4,22,31,228,16,14
5538,22500,27500,0,2010,65,FPH,FPH_10,null,E,Tan,3.0L,6,17,24,300,18,2
5539,27500,2500,0,2012,50,HXQ,HXQ_14,Not Premium,F,White,2.4L,4,27,36,185,17,4
5540,17500,2500,0,2013,40,JHO,JHO_10,Not Premium,F,Gray,1.4L,4,28,38,150,14,13
5541,27500,12500,0,2011,100,AIH,AIH_15,Premium,E,Blue,3.5L,6,19,25,270,19,8
5542,47500,27500,0,2015,5,HXQ,HXQ_1,Premium,E,Green,3.5L,6,19,26,280,19,2
5543,17500,12500,0,2013,35,HDT,HDT_7,Premium,null,Blue,2.0L,4,28,37,152,13,1
5544,42500,37500,0,2013,35,CIP,CIP_22,Premium,E,Gray,4.6L,8,15,18,301,23,5
5545,27500,2500,0,2014,30,HXQ,HXQ_8,Not Premium,null,Black,1.5L,4,31,40,174,12,5
5546,27500,7500,0,2013,20,IZA,IZA_32,Premium,E,Black,2.0L,4,22,31,228,16,2
5547,17500,2500,0,2012,50,ARU,ARU_14,Not Premium,E,Black,2.0L,4,24,30,141,14,3
5548,22500,17500,null,2011,55,AIH,AIH_5,Not Premium,E,Red,2.5L,4,22,29,176,15,1
5549,27500,7500,0,2013,35,HDT,HDT_4,Premium,null,Blue,2.5L,4,25,32,175,18,15
5550,12500,42500,0,2008,100+,ARU,ARU_12,Not Premium,F,Silver,2.5L,4,27,38,182,18,12
5551,67500,7500,0,2015,25,IZA,IZA_12,Not Premium,E,Blue,3.0L,6,21,26,335,22,7
5552,22500,7500,0,2013,40,ARU,ARU_4,Not Premium,E,Black,2.5L,4,26,33,170,14,9
5553,42500,12500,0,2013,40,LTX,LTX_3,Premium,E,Black,3.6L,6,17,25,310,21,6
5554,27500,2500,0,2014,35,IZA,IZA_43,Not Premium,B,Gray,2.0L,4,24,34,248,15,15
5555,37500,32500,1,2015,40,CFK,CFK_8,Not Premium,E,Gray,3.6L,6,18,25,293,24,7
5556,22500,7500,0,2014,20,KQZ,KQZ_4,Not Premium,E,Silver,1.5L,4,23,30,179,15,7
5557,32500,22500,0,2013,60,JHO,JHO_12,Not Premium,E,Black,3.6L,6,18,25,276,18,8
5558,22500,17500,1,2015,20,OFW,OFW_20,Not Premium,E,White,2.0L,4,23,28,161,16,10
5559,32500,22500,1,2012,40,CIP,CIP_31,null,E,White,3.5L,6,19,26,295,19,5
5560,27500,12500,0,2014,60,HAE,HAE_16,Not Premium,F,Black,3.0L,6,20,29,300,20,15
5561,32500,17500,0,2016,15,KQZ,KQZ_15,null,E,Silver,2.3L,4,21,28,300,18,9
5562,17500,2500,0,2011,80,AIH,AIH_13,Not Premium,F,White,2.5L,4,25,35,178,17,15
5563,32500,2500,1,2013,40,CFK,CFK_8,Not Premium,E,Black,3.6L,6,19,26,293,24,6
5564,32500,2500,0,2013,55,CFK,CFK_8,Premium,E,Black,3.6L,6,18,25,293,24,3
5565,27500,2500,0,2014,35,JHO,JHO_4,null,E,Silver,2.0L,4,22,29,184,15,11
5566,17500,2500,0,2010,100+,AIH,AIH_13,Not Premium,F,Black,2.5L,4,25,35,178,17,10
5567,27500,17500,0,2016,20,FVQ,FVQ_8,Not Premium,E,Gray,1.5L,4,25,30,170,14,9
5568,27500,12500,0,2014,40,HAE,HAE_12,Not Premium,E,Gray,2.0L,4,24,31,268,16,14
5569,62500,27500,0,2016,5,JDZ,JDZ_58,null,E,Black,2.0L,4,19,26,255,22,2
5570,32500,22500,0,2013,50,CIP,CIP_31,null,E,Black,3.5L,6,20,27,295,19,10
5571,27500,22500,0,2012,40,KQZ,KQZ_11,Not Premium,B,Red,2.3L,4,21,30,310,15,11
5572,42500,7500,0,2013,15,CIP,CIP_31,Not Premium,E,Gray,3.5L,6,18,25,290,19,4
5573,27500,2500,0,2013,25,CFK,CFK_1,Premium,E,White,2.4L,4,22,30,180,13,5
5574,57500,12500,0,2012,50,FVQ,FVQ_5,Premium,E,Black,6.2L,8,14,20,420,31,16
5575,47500,12500,1,2016,5,BDP,BDP_13,Premium,E,Blue,3.6L,6,19,26,310,19,14
5576,17500,7500,1,2012,55,OFW,OFW_14,Not Premium,E,Silver,3.3L,6,18,25,290,18,15
5577,22500,2500,0,2014,30,HXQ,HXQ_8,Premium,F,Gray,2.0L,4,29,37,158,12,8
5578,37500,2500,0,2014,40,HAE,HAE_12,Premium,E,White,2.0L,4,24,30,268,16,11
5579,22500,2500,0,2013,35,KQZ,KQZ_4,Not Premium,E,White,1.5L,4,22,28,179,15,12
5580,27500,2500,0,2013,15,CIP,CIP_24,null,F,White,2.0L,4,22,32,241,17,10
5581,47500,22500,0,2015,5,IZA,IZA_14,null,E,Black,2.0L,4,23,30,302,16,4
5582,42500,32500,1,2016,20,JDZ,JDZ_52,null,F,Gray,2.0L,4,24,34,188,13,4
5583,27500,17500,1,2014,25,AIH,AIH_13,Premium,F,Silver,2.5L,4,28,39,206,16,3
5584,22500,2500,0,2012,20,ARU,ARU_14,Premium,E,White,2.0L,4,24,30,141,14,7
5585,72500,17500,0,2016,10,LTX,LTX_24,Premium,E,Gold,5.3L,8,16,20,355,24,14
5586,17500,17500,1,2010,75,LTX,LTX_20,Not Premium,E,White,2.4L,4,22,32,182,18,14
5587,12500,2500,0,2005,90,HXQ,HXQ_15,null,null,Gray,1.5L,4,28,35,117,10,14
5588,22500,2500,0,2010,95,KQZ,KQZ_3,Not Premium,D,White,3.5L,6,16,23,323,23,6
5589,27500,2500,0,2012,35,LTX,LTX_9,Not Premium,D,Blue,5.3L,8,17,22,355,26,14
5590,22500,2500,0,2013,50,ARU,ARU_4,Not Premium,E,Burgundy,2.5L,4,25,32,170,14,1
5591,32500,7500,1,2011,50,AIH,AIH_26,null,E,Red,4.0L,6,17,21,270,23,14
5592,32500,2500,0,2014,25,CIP,CIP_6,null,E,Gray,2.0L,4,22,28,235,15,8
5593,17500,2500,null,2010,85,HDT,HDT_3,Premium,E,Red,2.5L,4,24,32,170,15,14
5594,22500,2500,0,2014,20,AIH,AIH_13,Not Premium,F,Blue,2.5L,4,28,39,203,16,2
5595,22500,2500,0,2015,15,OFW,OFW_20,Not Premium,E,White,2.0L,4,23,28,161,16,1
5596,32500,2500,0,2012,65,KQZ,KQZ_3,Not Premium,D,Blue,2.7L,6,18,25,325,23,1
5597,27500,2500,0,2012,30,NHY,NHY_6,null,E,Gray,3.5L,6,19,27,290,19,15
5598,32500,17500,1,2013,50,KQZ,KQZ_15,Premium,E,Silver,2.3L,4,19,27,280,18,12
5599,17500,17500,1,2010,100+,AIH,AIH_12,Not Premium,F,Silver,2.5L,4,43,39,200,17,6
5600,17500,2500,0,2009,45,CFK,CFK_2,Not Premium,E,Gray,2.0L,4,23,30,158,13,16
5601,22500,2500,0,2012,25,HDT,HDT_12,Premium,E,Red,2.0L,4,26,33,148,15,5
5602,32500,17500,0,2014,10,HXQ,HXQ_10,Premium,E,Black,1.5L,4,28,34,190,14,13
5603,12500,2500,0,2004,100+,CIP,CIP_28,null,F,Red,2.5L,6,20,26,204,17,5
5604,52500,32500,0,2012,35,BDP,BDP_11,Premium,E,Blue,6.2L,8,15,20,420,31,14
5605,27500,12500,0,2012,55,KQZ,KQZ_15,Not Premium,E,Silver,3.5L,6,16,23,290,18,5
5606,27500,2500,0,2011,80,FVQ,FVQ_1,Not Premium,D,Burgundy,5.3L,8,16,23,355,26,9
5607,32500,12500,0,2014,35,HDT,HDT_6,Premium,E,White,2.4L,4,21,27,260,19,10
5608,27500,22500,0,2014,35,ARU,ARU_4,Not Premium,E,Red,2.5L,4,25,32,170,14,3
5609,22500,22500,0,2015,25,BGZ,BGZ_5,Premium,null,Blue,2.0L,4,27,33,147,14,9
5610,22500,2500,0,2011,30,ARU,ARU_4,Premium,E,Silver,2.5L,4,25,32,170,14,12
5611,12500,7500,0,2007,60,BGZ,BGZ_17,Not Premium,E,Black,2.4L,4,21,30,175,18,1
5612,32500,17500,0,2016,50,KQZ,KQZ_15,Not Premium,E,Black,2.3L,4,21,28,300,18,6
5613,22500,17500,1,2010,100+,AIH,AIH_29,Premium,G,Red,3.5L,6,18,25,266,20,9
5614,17500,2500,0,2012,100+,BGZ,BGZ_4,Not Premium,E,Black,2.4L,4,21,25,181,16,11
5615,32500,7500,1,2013,20,CFK,CFK_8,Premium,E,White,3.6L,6,18,25,293,24,11
5616,32500,27500,1,2012,55,IZA,IZA_39,Premium,E,Gray,3.0L,6,19,26,300,17,9
5617,32500,12500,0,2014,30,AIH,AIH_13,Premium,F,Blue,3.5L,6,22,32,301,16,14
5618,37500,12500,0,2013,35,FVQ,FVQ_4,Premium,E,White,3.6L,6,17,25,310,22,13
5619,12500,7500,0,2013,45,BGZ,BGZ_5,null,null,Gray,1.6L,4,25,30,130,14,14
5620,32500,2500,0,2015,20,HXQ,HXQ_1,Premium,E,Black,3.5L,6,19,27,280,19,8
5621,32500,7500,0,2014,30,HDT,HDT_4,Premium,null,White,2.5L,4,25,32,175,18,1
5622,37500,37500,0,2014,15,AIH,AIH_32,Premium,D,Blue,3.5L,6,19,24,278,21,12
5623,42500,2500,0,2013,35,IZA,IZA_1,null,null,White,3.0L,6,20,28,335,18,2
5624,27500,27500,0,2010,100+,BZQ,BZQ_4,Premium,D,Red,5.7L,8,15,21,395,32,8
5625,27500,2500,0,2014,35,HDT,HDT_4,Premium,null,Black,2.5L,4,25,32,175,18,7
5626,12500,17500,0,2012,30,KQZ,KQZ_20,Not Premium,null,White,1.6L,4,27,35,120,12,10
5627,37500,37500,1,2013,45,NHY,NHY_6,Premium,E,White,3.5L,6,19,26,290,19,7
5628,27500,7500,0,2013,25,IZA,IZA_19,Not Premium,F,Black,2.0L,4,24,34,248,15,16
5629,22500,37500,0,2012,50,KQZ,KQZ_1,Not Premium,F,White,2.0L,4,22,34,231,16,4
5630,42500,17500,0,2015,10,HXQ,HXQ_4,Premium,G,Gray,3.5L,6,19,28,280,19,9
5631,42500,32500,0,2014,30,AIH,AIH_32,Premium,D,Gray,3.5L,6,19,24,278,21,10
5632,22500,12500,1,2011,55,BGZ,BGZ_21,Not Premium,F,Black,2.4L,4,35,39,199,17,6
5633,42500,22500,1,2014,25,FJE,FJE_5,Premium,B,Black,6.4L,8,14,23,485,18,2
5634,22500,17500,0,2013,40,NHY,NHY_9,null,E,Black,3.5L,0,20,28,279,16,1
5635,32500,7500,1,2014,15,KQZ,KQZ_4,Premium,E,Silver,2.0L,4,21,27,245,15,11
5636,27500,17500,0,2014,45,BGZ,BGZ_17,Not Premium,E,Blue,3.3L,6,19,24,290,18,7
5637,22500,7500,0,2013,50,ARU,ARU_4,Not Premium,E,Black,2.5L,4,25,32,170,14,5
5638,17500,2500,0,2005,100+,CIP,CIP_31,null,E,Red,3.5L,6,18,24,275,19,14
5639,37500,12500,1,2010,60,IZA,IZA_16,Premium,E,Black,4.4L,8,15,22,445,22,4
5640,12500,2500,0,2014,60,LTX,LTX_30,Not Premium,E,Red,1.4L,4,26,31,138,14,9
5641,27500,42500,0,2014,35,KQZ,KQZ_11,Not Premium,B,White,2.3L,4,21,31,310,16,12
5642,22500,7500,1,2014,25,CFK,CFK_10,Not Premium,E,Gray,2.4L,4,22,31,180,15,10
5643,22500,12500,0,2013,20,KQZ,KQZ_1,Not Premium,F,Blue,1.5L,4,23,34,181,16,4
5644,37500,7500,0,2014,15,CIP,CIP_6,null,E,Brown,2.0L,4,22,28,235,15,14
5645,37500,37500,0,2014,35,HDT,HDT_6,Premium,E,White,2.4L,4,20,26,260,19,10
5646,22500,7500,0,2012,50,ARU,ARU_4,Premium,E,Black,2.5L,4,25,32,170,14,16
5647,37500,12500,0,2012,30,LYP,LYP_15,Premium,E,Blue,2.0L,4,20,25,252,22,7
5648,27500,2500,0,2015,40,AIH,AIH_13,Not Premium,F,Black,2.5L,4,25,34,203,16,3
5649,22500,17500,0,2015,30,LTX,LTX_30,Not Premium,E,Black,1.4L,4,26,31,138,14,1
5650,37500,2500,0,2014,15,HDT,HDT_4,Premium,null,Brown,2.5L,4,25,32,175,18,5
5651,12500,2500,0,2009,100+,OFW,OFW_14,Not Premium,E,White,3.3L,6,18,25,290,18,7
5652,27500,27500,1,2012,60,HXQ,HXQ_4,Premium,G,Pearl,3.5L,6,19,27,248,21,12
5653,22500,2500,0,2013,30,AIH,AIH_13,Not Premium,F,Blue,2.5L,4,28,39,203,16,10
5654,37500,2500,0,2014,15,NAJ,NAJ_2,Premium,F,Red,3.3L,6,17,25,365,20,6
5655,22500,2500,0,2015,40,AIH,AIH_25,Not Premium,F,Gray,1.8L,4,30,38,139,13,11
5656,32500,2500,0,2014,45,HXQ,HXQ_4,Premium,G,Gray,3.5L,6,19,28,280,19,10
5657,37500,12500,1,2014,25,BZQ,BZQ_4,Not Premium,D,White,5.7L,8,19,24,395,26,11
5658,37500,12500,0,2012,35,CIP,CIP_31,null,E,Pearl,3.5L,6,20,27,295,19,16
5659,22500,2500,1,2014,10,CFK,CFK_1,Not Premium,E,Red,2.4L,4,20,25,172,13,14
5660,52500,37500,1,2011,50,BDP,BDP_11,Premium,E,Green,6.2L,8,15,21,420,26,1
5661,37500,12500,0,2013,40,KQZ,KQZ_15,Not Premium,E,Red,3.5L,6,16,22,290,18,11
5662,22500,2500,1,2011,45,ARU,ARU_12,Premium,F,White,2.5L,4,27,39,182,18,12
5663,17500,2500,0,2009,85,HDT,HDT_3,Premium,E,Green,2.5L,4,24,32,170,15,4
5664,32500,32500,1,2013,95,KQZ,KQZ_15,Premium,E,Gray,3.5L,6,16,22,365,18,14
5665,27500,2500,0,2013,25,CZV,CZV_10,Premium,E,Gray,2.5L,4,24,30,187,15,3
5666,52500,17500,0,2015,20,LTX,LTX_24,Not Premium,E,Silver,5.3L,8,15,21,355,26,16
5667,42500,12500,0,2015,10,KQZ,KQZ_3,Not Premium,D,White,2.7L,6,20,26,325,26,6
5668,17500,2500,0,2012,15,HXQ,HXQ_8,Premium,F,Black,1.5L,4,32,42,174,12,10
5669,22500,7500,1,2012,60,HDT,HDT_4,Premium,null,Red,2.5L,4,25,32,175,18,12
5670,17500,2500,1,2012,45,JHO,JHO_10,Not Premium,F,Gray,1.4L,4,28,38,150,14,11
5671,17500,2500,0,2011,45,OFW,OFW_20,Not Premium,E,Gray,2.0L,4,23,31,164,16,10
5672,22500,2500,0,2015,55,LTX,LTX_20,Not Premium,E,Gray,1.5L,4,26,31,170,14,2
5673,32500,22500,1,2012,40,AIH,AIH_32,Premium,D,White,3.5L,6,19,24,278,21,10
5674,17500,22500,1,2012,90,HAE,HAE_3,Premium,E,Pearl,2.0L,4,21,30,208,14,9
5675,32500,2500,0,2014,15,JHO,JHO_12,Not Premium,E,Black,3.6L,6,17,24,276,18,14
5676,17500,12500,1,2006,70,HXQ,HXQ_10,Premium,E,Brown,2.4L,4,21,28,180,15,4
5677,17500,2500,1,2013,45,FJE,FJE_1,Premium,E,Gray,3.6L,6,16,24,283,21,16
5678,17500,22500,1,2014,60,AIH,AIH_13,Not Premium,F,White,2.5L,4,28,39,203,16,7
5679,17500,2500,0,2014,45,OFW,OFW_20,Not Premium,E,Red,2.0L,4,23,30,161,16,4
5680,22500,7500,0,2013,25,OFW,OFW_11,Premium,F,Blue,2.4L,4,25,35,185,18,2
5681,22500,17500,0,2011,45,ARU,ARU_4,Not Premium,E,Pearl,2.5L,4,25,32,170,14,2
5682,22500,17500,0,2011,50,JDZ,JDZ_18,null,F,Silver,2.0L,4,24,31,241,17,12
5683,22500,2500,0,2015,15,ARU,ARU_14,Not Premium,E,Black,2.0L,4,25,32,141,14,8
5684,17500,2500,0,2012,55,AIH,AIH_13,Not Premium,F,Gray,2.5L,4,24,33,178,17,8
5685,22500,2500,0,2013,30,AIH,AIH_5,Not Premium,E,White,2.5L,4,23,30,176,15,7
5686,17500,2500,0,2004,85,CIP,CIP_31,null,E,Silver,3.5L,6,17,22,270,19,7
5687,32500,17500,0,2012,30,CIP,CIP_3,null,F,Gray,3.5L,6,21,30,268,17,14
5688,47500,22500,0,2016,20,CFK,CFK_8,Premium,E,Black,3.6L,6,18,25,295,24,9
5689,17500,2500,0,2013,35,OFW,OFW_21,Not Premium,E,Gray,2.0L,4,27,33,147,13,1
5690,17500,2500,0,2013,40,KQZ,KQZ_4,Not Premium,E,Blue,1.5L,4,23,30,179,15,1
5691,32500,2500,0,2014,10,AIH,AIH_5,Premium,E,Gray,2.5L,4,25,33,203,14,7
5692,32500,27500,0,2013,20,FJE,FJE_5,Premium,B,Silver,3.6L,6,18,27,305,18,5
5693,52500,37500,1,2015,25,KQZ,KQZ_26,Not Premium,E,Silver,3.5L,6,17,23,375,23,12
5694,27500,7500,0,2014,20,LTX,LTX_21,Not Premium,B,Black,2.0L,0,20,30,275,19,4
5695,42500,7500,1,2014,20,KQZ,KQZ_3,Not Premium,D,Blue,2.7L,6,18,23,325,26,5
5696,42500,22500,0,2015,25,LTX,LTX_3,Not Premium,E,Burgundy,3.6L,6,17,25,310,21,5
5697,32500,22500,1,2015,5,KQZ,KQZ_17,Premium,E,Red,2.5L,4,44,37,198,14,4
5698,27500,2500,0,2011,35,HXQ,HXQ_4,Premium,G,Gray,3.5L,6,19,28,248,21,7
5699,17500,2500,0,2014,20,OFW,OFW_6,Premium,F,Gray,2.0L,4,28,37,147,14,15
5700,32500,12500,0,2013,30,CIP,CIP_6,null,E,White,2.0L,4,22,28,235,15,8
5701,22500,12500,1,2014,50,LTX,LTX_3,Not Premium,E,Gray,3.6L,6,18,27,310,19,4
5702,27500,2500,0,2015,15,LTX,LTX_20,Not Premium,E,Gray,1.5L,4,26,31,170,14,14
5703,52500,12500,1,2016,20,FVQ,FVQ_1,Premium,D,Gray,5.3L,8,18,21,355,24,14
5704,32500,12500,0,2013,15,BZQ,BZQ_4,Not Premium,D,Black,5.7L,8,17,25,395,26,10
5705,22500,17500,1,2010,75,HDT,HDT_3,Premium,E,Green,2.5L,4,24,32,170,15,14
5706,27500,17500,1,2014,40,JHO,JHO_4,Not Premium,E,Silver,2.0L,4,21,29,184,15,2
5707,37500,27500,1,2014,5,BZQ,BZQ_7,null,D,Silver,5.7L,8,17,25,395,26,7
5708,17500,2500,0,2013,35,HXQ,HXQ_8,Not Premium,F,White,2.0L,4,31,40,158,12,14
5709,22500,27500,1,2013,35,ARU,ARU_4,Not Premium,E,Black,2.5L,4,26,33,170,14,5
5710,22500,7500,0,2013,50,JHO,JHO_4,Not Premium,E,White,2.0L,4,22,27,184,15,11
5711,27500,42500,0,2014,20,CFK,CFK_10,Premium,E,Gray,2.4L,4,22,31,180,15,8
5712,17500,17500,0,2013,85,HXQ,HXQ_8,Not Premium,F,Black,2.0L,4,31,40,158,12,14
5713,17500,17500,0,2010,40,ARU,ARU_18,Not Premium,F,Gray,1.8L,4,29,39,130,13,3
5714,57500,32500,0,2015,20,BZQ,BZQ_4,Premium,D,Gray,5.7L,8,19,24,395,26,10
5715,22500,2500,0,2013,20,ARU,ARU_4,Not Premium,E,Gray,2.5L,4,25,32,170,14,4
5716,27500,7500,0,2011,50,CFK,CFK_5,Premium,E,Gray,3.6L,6,16,21,285,22,7
5717,17500,2500,0,2013,35,KQZ,KQZ_4,Not Premium,E,White,1.5L,4,22,28,179,15,7
5718,52500,37500,0,2013,50,KQZ,KQZ_3,Premium,D,Black,3.0L,0,16,22,250,26,9
5719,12500,7500,0,2009,100+,ARU,ARU_12,Not Premium,F,Black,2.5L,4,27,38,182,18,1
5720,32500,12500,0,2014,20,AIH,AIH_29,Not Premium,G,White,3.5L,6,19,27,296,20,10
5721,32500,22500,1,2014,25,CFK,CFK_8,Premium,E,Silver,3.6L,6,18,25,293,24,5
5722,27500,12500,0,2013,40,JHO,JHO_4,Premium,E,Blue,2.0L,4,22,27,184,15,12
5723,27500,7500,0,2012,20,FPH,FPH_10,null,E,Blue,2.0L,4,23,31,240,18,14
5724,27500,2500,0,2014,40,HXQ,HXQ_8,Not Premium,F,Black,1.5L,4,32,42,174,12,12
5725,27500,2500,0,2015,55,HXQ,HXQ_8,Premium,F,Black,1.5L,4,32,42,174,12,15
5726,32500,12500,1,2013,40,BXO,BXO_2,Premium,G,Black,3.6L,6,19,28,287,19,5
5727,17500,2500,0,2015,15,KQZ,KQZ_1,Not Premium,F,White,2.5L,4,23,34,175,16,11
5728,42500,27500,1,2015,20,NKR,NKR_9,Premium,E,White,3.6L,6,18,26,310,19,8
5729,22500,27500,0,2012,15,OFW,OFW_6,Premium,F,Blue,2.0L,4,28,37,147,14,11
5730,22500,2500,0,2008,70,AIH,AIH_29,Not Premium,G,Gray,3.5L,6,18,25,266,20,7
5731,37500,2500,null,2012,55,AIH,AIH_8,Not Premium,D,Black,4.6L,8,15,19,310,26,8
5732,27500,42500,0,2011,70,KQZ,KQZ_15,Premium,E,White,3.5L,6,16,22,365,18,16
5733,27500,12500,1,2012,30,CIP,CIP_7,null,F,White,2.0L,4,22,32,241,17,10
5734,17500,22500,0,2015,30,AIH,AIH_13,Not Premium,F,Red,2.5L,4,28,39,203,16,16
5735,12500,2500,0,2012,35,LTX,LTX_16,Not Premium,null,Red,1.4L,4,29,38,153,13,5
5736,27500,2500,0,2013,50,FJE,FJE_9,Premium,E,Gray,3.6L,6,18,25,295,24,14
5737,57500,37500,1,2013,30,LTX,LTX_26,Not Premium,E,White,5.3L,8,15,22,355,31,14
5738,32500,27500,0,2014,60,BZQ,BZQ_7,Not Premium,D,Gray,5.7L,8,16,23,395,26,10
5739,22500,22500,0,2013,15,AIH,AIH_5,Not Premium,E,Silver,2.5L,4,22,28,176,15,13
5740,27500,2500,1,2014,35,HXQ,HXQ_14,Premium,F,White,1.5L,4,26,35,192,14,8
5741,27500,2500,0,2016,5,AIH,AIH_13,Not Premium,F,White,2.5L,4,28,39,203,16,10
5742,17500,2500,0,2010,85,KQZ,KQZ_11,null,B,Gray,3.7L,6,19,29,305,16,12
5743,32500,7500,0,2012,40,FJE,FJE_5,Premium,B,Gray,5.7L,8,15,23,375,18,11
5744,17500,7500,0,2011,35,BGZ,BGZ_6,Not Premium,F,Black,1.8L,4,26,39,145,13,15
5745,27500,27500,0,2013,25,LYP,LYP_22,Premium,F,Black,2.0L,4,27,37,190,15,4
5746,22500,12500,0,2013,25,CFK,CFK_1,Premium,E,Silver,2.4L,4,22,31,180,13,13
5747,22500,17500,1,2014,45,BGZ,BGZ_5,null,null,Black,1.6L,4,26,31,130,14,11
5748,27500,22500,0,2013,60,OFW,OFW_5,Premium,E,Gray,2.0L,4,19,24,240,17,4
5749,22500,2500,0,2011,35,ARU,ARU_25,Premium,E,Gray,3.5L,6,21,28,260,19,14
5750,22500,12500,0,2012,70,KQZ,KQZ_4,Not Premium,E,Silver,2.0L,4,22,28,245,15,14
5751,22500,2500,0,2014,50,LTX,LTX_20,Not Premium,E,Gray,1.5L,4,26,32,170,14,13
5752,17500,7500,0,2009,60,CFK,CFK_10,Premium,E,Silver,3.2L,0,22,31,271,15,1
5753,17500,22500,1,2012,65,LTX,LTX_30,Not Premium,E,White,1.4L,4,24,30,138,14,8
5754,27500,22500,0,2014,20,HXQ,HXQ_14,Not Premium,F,Gray,1.5L,4,30,38,192,14,7
5755,27500,32500,1,2015,30,HXQ,HXQ_10,Not Premium,E,Blue,1.5L,4,27,32,190,14,4
5756,12500,2500,1,2009,65,ARU,ARU_2,Premium,F,White,1.6L,4,31,40,109,10,4
5757,52500,7500,0,2017,5,FVQ,FVQ_4,Premium,E,White,3.6L,6,19,26,310,22,10
5758,27500,17500,0,2013,30,HXQ,HXQ_14,Premium,F,Silver,1.5L,4,29,35,192,14,15
5759,32500,17500,0,2013,20,JDZ,JDZ_20,null,E,Black,2.0L,4,21,28,241,17,4
5760,17500,2500,0,2013,65,BGZ,BGZ_4,Not Premium,E,Gray,2.4L,4,21,25,181,16,3
5761,32500,32500,1,2015,10,OFW,OFW_20,Premium,E,Pearl,2.4L,4,21,26,181,16,7
5762,22500,2500,0,2010,15,HXQ,HXQ_10,Not Premium,E,Silver,2.4L,4,27,34,185,15,16
5763,22500,7500,0,2015,25,LTX,LTX_20,Not Premium,E,Black,1.5L,4,26,31,170,14,8
5764,17500,2500,0,2013,30,JHO,JHO_4,Not Premium,E,Black,2.0L,4,22,27,184,15,11
5765,22500,12500,0,2010,45,HXQ,HXQ_8,Not Premium,B,White,2.4L,4,22,31,205,13,16
5766,22500,2500,0,2011,60,FPH,FPH_10,Premium,E,Gold,2.0L,4,23,31,240,18,6
5767,22500,2500,0,2014,45,ARU,ARU_12,Not Premium,F,Blue,2.5L,4,27,37,182,16,14
5768,17500,2500,0,2014,30,OFW,OFW_20,Not Premium,E,Black,2.0L,4,22,25,161,16,5
5769,27500,7500,0,2013,45,HDT,HDT_4,Premium,null,Gray,3.6L,6,20,27,256,18,1
5770,17500,2500,0,2011,75,HXQ,HXQ_14,Premium,F,Gray,2.4L,4,26,35,189,17,8
5771,22500,2500,0,2011,50,LYP,LYP_8,Premium,E,Gray,2.0L,4,20,28,220,19,2
5772,12500,2500,1,2005,70,OFW,OFW_14,Premium,E,Silver,2.4L,4,20,28,175,19,5
5773,22500,2500,1,2013,20,AIH,AIH_5,Not Premium,E,Purple,2.5L,4,23,30,176,15,6
5774,27500,12500,0,2013,10,NKR,NKR_2,Premium,E,Red,1.4L,4,25,33,138,14,6
5775,17500,7500,0,2013,15,KQZ,KQZ_4,Not Premium,E,Blue,1.5L,4,23,30,179,15,5
5776,27500,12500,0,2013,35,CZV,CZV_10,Premium,E,Gray,2.5L,4,24,30,187,15,16
5777,37500,12500,0,2014,30,AIH,AIH_15,Not Premium,E,Black,3.5L,6,21,27,295,19,15
5778,22500,7500,0,2013,30,CFK,CFK_10,Premium,E,White,3.2L,6,21,28,271,15,2
5779,32500,12500,0,2013,20,LYP,LYP_8,Premium,E,Black,2.0L,0,23,27,252,18,16
5780,72500,17500,0,2014,50,JGV,JGV_8,Not Premium,E,Black,3.5L,6,16,21,450,23,7
5781,17500,2500,0,2012,25,AIH,AIH_13,Not Premium,F,Black,2.5L,4,24,33,178,17,7
5782,47500,22500,1,2016,25,AIH,AIH_26,Premium,E,Gray,4.0L,6,16,19,270,23,10
5783,12500,2500,0,2011,65,KQZ,KQZ_20,Not Premium,null,White,1.6L,4,28,36,120,12,15
5784,27500,2500,0,2012,80,HXQ,HXQ_1,Premium,E,Black,3.5L,6,19,27,280,19,6
5785,17500,2500,0,2009,85,OFW,OFW_11,Not Premium,F,Silver,2.4L,4,24,35,190,18,8
5786,37500,12500,0,2011,80,LTX,LTX_24,Not Premium,E,Tan,5.3L,8,16,22,355,26,5
5787,22500,22500,1,2012,40,NHY,NHY_9,Premium,E,White,3.5L,6,19,27,279,16,6
5788,27500,2500,0,2012,50,HAE,HAE_11,null,E,White,3.5L,6,19,26,295,19,8
5789,32500,2500,0,2012,40,LYP,LYP_8,Premium,E,White,2.0L,4,20,27,220,19,15
5790,27500,2500,0,2014,35,CFK,CFK_1,Premium,E,Red,2.4L,4,22,30,180,13,2
5791,27500,2500,0,2013,35,AIH,AIH_27,Not Premium,E,Silver,2.5L,4,34,30,194,14,5
5792,22500,2500,0,2013,40,LTX,LTX_30,Not Premium,E,Tan,1.4L,4,25,33,138,14,11
5793,12500,2500,1,2014,55,BGZ,BGZ_6,Not Premium,F,Red,2.0L,4,30,40,147,14,5
5794,12500,22500,1,2008,100+,ARU,ARU_12,Premium,F,White,2.5L,4,27,38,182,18,10
